Species_code,Log2_Body_size,Volume,SV,MLD,Flagella,Silice,Mucilage,Aerotopes,MBFG,Biovolume,Category
136,10,837.76,0.5,16,1,0,0,0,V,637.66,DS
137,9,368.61,0.7,11,1,0,0,0,V,0,DS
138,8,188.5,0.9,10,1,0,0,0,V,18.12,DS
139,10,1256.64,0.6,12,0,0,0,0,IV,0,DS
140,10,751.36,1,14.2,0,0,0,0,IV,3401.16,DS
141,10,1118.41,0.8,35,0,0,0,0,IV,3723.39,DS
142,10,814.97,0.7,38,0,0,0,0,IV,378.65,DS
143,15,23882.41,0.2,60.54,1,0,0,0,V,18940.88,DS
144,11,2508.11,0.3,30.53,1,0,0,0,V,6459.86,DS
145,15,31864.56,0.1,59.11,1,0,0,0,V,24690.52,DS
146,12,3951.34,0.8,42.63,1,0,0,0,V,2223.51,DS
147,9,523.6,0.6,10,1,0,0,0,V,441.84,DS
148,10,1436.76,0.4,14,1,0,0,0,V,269.67,DS
149,5,31.06,1.54,3.9,1,0,0,0,V,36.54,DS
150,6,77.95,1.13,5.3,1,0,0,0,V,51.09,DS
1,6,79.17,3.4,70,0,0,0,0,IV,1115.1,WS
2,8,212.06,2.7,120,0,0,0,0,IV,115.63,WS
3,6,57.74,3.1,43.5,0,0,0,0,IV,42.05,WS
4,5,31.81,2.8,19,0,0,0,0,IV,0,WS
5,6,84.29,3.7,88.7,0,0,0,0,IV,187.66,WS
6,11,1570.8,1,125,0,0,0,1,III,8064.43,WS
7,10,1256.64,1,100,0,0,0,1,III,457.61,WS
8,11,2428.92,0.9,140,0,0,0,1,III,884.5,WS
9,10,1361.88,1.2,150,0,0,0,0,IV,845.39,WS
10,8,301.72,1.5,49,0,0,0,0,IV,81.98,WS
11,7,113.1,2.7,64,0,0,0,0,IV,2299.09,WS
12,10,785.4,2,250,0,0,0,0,IV,15324.19,WS
13,4,21.21,4.1,27,0,0,0,0,IV,0,WS
14,7,125.66,2.1,40,0,0,0,0,IV,0,WS
15,5,31.16,3.5,30,0,0,0,0,IV,11.35,WS
16,5,32.27,1.5,3.95,0,0,0,0,IV,126.22,WS
17,2,4.19,3,4,0,0,0,0,I,1.14,WS
18,4,22.45,1.7,3.5,0,0,0,0,I,0,WS
19,3,8.38,2.6,4,0,0,0,0,I,2.29,WS
20,2,4.19,3,2,0,0,0,0,I,6.25,WS
21,7,169.65,2,15,0,0,1,0,VII,51.33,WS
22,7,171.57,1.9,13,0,0,1,0,VII,21.05,WS
23,6,83.8,3,15,0,0,1,0,VII,2.16,WS
24,8,343,0.9,20,0,0,1,0,VII,372.12,WS
25,11,2828.61,1.15,294,0,0,0,0,IV,7071.55,WS
26,10,981.75,1.6,200,0,0,0,0,IV,357.51,WS
27,9,568.63,2,181,0,0,0,0,IV,2039.56,WS
28,10,1011.2,1.6,206,0,0,0,0,IV,9736.14,WS
29,8,213.63,2,68,0,0,0,0,IV,77.79,WS
30,7,176.71,2.7,100,0,0,0,0,IV,322.1,WS
31,7,106.19,3.1,80,0,0,0,0,IV,17.63,WS
32,8,254.47,2.2,100,0,0,0,0,IV,465.73,WS
33,8,282.74,1.4,40,0,0,0,0,IV,68.28,WS
34,7,141.37,1.4,20,0,0,0,0,IV,57.35,WS
35,8,184.49,1.4,26.1,0,0,0,0,IV,83.89,WS
36,6,84.95,1.7,16,0,0,0,0,IV,596.41,WS
37,10,1263.56,0.7,49,0,1,0,0,VI,76.29,WS
38,12,5657.22,0.6,147,0,1,0,0,VI,1814.58,WS
39,12,4834.91,0.5,76,0,1,0,0,VI,879.41,WS
40,9,716.75,0.6,15,0,1,0,0,VI,1883.67,WS
41,9,410.54,0.8,12,0,1,0,0,VI,298.69,WS
42,8,190.07,1,8,0,1,0,0,VI,0,WS
43,14,17241.06,0.2,28,0,1,0,0,VI,6063.66,WS
44,12,5195.41,0.6,135,0,1,0,0,VI,756.77,WS
45,13,8812.17,0.3,68,0,1,0,0,VI,518.76,WS
46,9,569.41,0.9,29,0,1,0,0,VI,0,WS
47,7,160.22,1.3,17,0,1,0,0,VI,211.23,WS
48,7,98.96,1.8,21,0,1,0,0,VI,5.44,WS
49,6,48.69,3.06,31,0,1,0,0,VI,2.39,WS
50,8,340.94,1.1,30,0,1,0,0,VI,119.44,WS
51,13,9433,0.3,64,0,1,0,0,VI,41788.93,WS
52,8,226.19,1.2,18,0,1,0,0,VI,24.97,WS
53,9,647.95,0.9,33,0,1,0,0,VI,1748.25,WS
54,10,730.42,0.8,31,0,1,0,0,VI,43,WS
55,10,989.6,0.7,36,0,1,0,0,VI,145.64,WS
56,9,486.95,1,31,0,1,0,0,VI,155.27,WS
57,11,1526.81,0.5,27,0,1,0,0,VI,3106.49,WS
58,6,78.59,1.6,27,0,1,0,0,VI,26.1,WS
59,7,150.05,1.2,31,0,1,0,0,VI,12840.67,WS
60,7,139.94,1.3,33,0,1,0,0,VI,152.75,WS
61,10,758.69,0.7,23,0,1,0,0,VI,4147.11,WS
62,8,212.06,1.2,18,0,1,0,0,VI,10.4,WS
63,13,8278.1,0.3,61.91,0,1,0,0,VI,0,WS
64,10,966,1,46,0,1,0,0,VI,473.89,WS
65,11,2660.93,0.5,44,0,1,0,0,VI,2845.7,WS
66,9,546.64,0.9,28.6,0,1,0,0,VI,156.68,WS
67,10,1286.48,0.6,25.9,0,1,0,0,VI,5831.87,WS
68,10,1060.29,0.6,25,0,1,0,0,VI,271.08,WS
69,12,2937.39,0.4,34.3,0,1,0,0,VI,0,WS
70,9,395.84,1.2,41.7,0,1,0,0,VI,621.24,WS
71,7,98.96,1.8,21,0,1,0,0,VI,80.82,WS
72,14,13589.61,0.3,71,0,1,0,0,VI,15589.59,WS
73,13,6013.02,0.4,49.3,0,1,0,0,VI,6648.36,WS
74,13,10449.07,0.3,48.7,0,1,0,0,VI,946.33,WS
75,14,16760.29,0.3,64.4,0,1,0,0,VI,6103.28,WS
76,14,18746.07,0.3,62.3,0,1,0,0,VI,6826.4,WS
77,9,659.73,0.8,21,0,1,0,0,VI,0,WS
78,11,1520.53,0.5,16,0,1,0,0,VI,0,WS
79,12,4002.39,0.4,26,0,1,0,0,VI,0,WS
80,14,19045.73,0.4,160.9,0,1,0,0,VI,13332.01,WS
81,14,13845.78,0.3,61,0,1,0,0,VI,6295.93,WS
82,11,2660.93,0.5,43.8,0,1,0,0,VI,2199.44,WS
83,11,2544.69,0.5,40,0,1,0,0,VI,5226.94,WS
84,10,1237,0.6,24.7,0,1,0,0,VI,776.44,WS
85,11,2353.84,0.5,37,0,1,0,0,VI,940.42,WS
86,10,1357.17,0.6,27,0,1,0,0,VI,747.34,WS
87,13,7861.84,0.3,55,0,1,0,0,VI,0,WS
88,11,1696.46,0.5,30,0,1,0,0,VI,0,WS
89,8,348.72,1.2,37,0,1,0,0,VI,72.22,WS
90,10,753.98,0.7,19.6,0,1,0,0,VI,162.73,WS
91,7,94.25,1.3,8,0,1,0,0,VI,267.81,WS
92,10,1005.31,0.6,20,0,1,0,0,VI,2002.72,WS
93,10,824.67,0.8,29.7,0,1,0,0,VI,179.44,WS
94,7,115.2,1.9,16,0,0,0,0,IV,0,WS
95,9,388.75,1.2,25,0,0,0,0,IV,18.56,WS
96,9,578.58,2,37.5,0,0,0,0,IV,26.67,WS
97,6,65.45,1.2,5,0,0,0,0,IV,347.01,WS
98,6,46.77,1.34,4.47,0,0,0,0,IV,59.65,WS
99,6,87.11,1.1,5.5,0,0,0,0,IV,158.61,WS
100,13,8181.23,0.2,25,0,0,0,0,IV,308.73,WS
101,8,217.8,1,6.05,0,0,0,0,IV,53.48,WS
102,8,198,1,5.5,0,0,0,0,IV,60.59,WS
103,10,1139.04,0.6,13.56,0,0,0,0,IV,188.18,WS
104,8,188.5,1.6,9.6,0,0,0,0,IV,71.05,WS
105,8,301.59,1.3,8.6,0,0,0,0,IV,95.92,WS
106,9,469.14,1.2,14.4,0,0,0,0,IV,72.84,WS
107,7,113.1,1.7,5.9,0,0,0,0,IV,77.79,WS
108,7,94.25,1.76,5,0,0,0,0,IV,71.13,WS
109,9,418.88,1.1,8,0,0,0,0,IV,228.41,WS
110,7,112.25,1.7,3.5,0,0,1,0,VII,40.88,WS
111,3,6.54,2.8,4,0,0,0,0,I,0,WS
112,4,14.84,3.4,17.5,0,0,0,0,I,77.21,WS
113,3,7.74,4.6,17.5,0,0,0,0,I,14.35,WS
114,3,9.33,3.4,11,0,0,0,0,I,1.69,WS
115,5,23.56,4,40,0,0,0,0,IV,18.85,WS
116,4,18.85,2.1,8,0,0,0,0,I,20.84,WS
117,9,384.85,0.7,15,0,0,0,0,IV,986.73,WS
118,7,150.8,0.9,8.2,0,0,0,0,IV,47.3,WS
119,10,1140.4,0.5,18.3,0,0,0,0,IV,844.4,WS
120,10,1415.81,0.4,15.7,0,0,0,0,IV,0,WS
121,12,5717.7,0.9,56,0,0,0,0,IV,0,WS
122,12,3518.58,1.3,50,0,0,0,0,IV,0,WS
123,8,301.59,1.3,8.9,0,0,0,0,IV,74.55,WS
124,8,234.57,1.2,13.5,0,0,0,0,IV,0,WS
125,10,829.38,0.9,10.6,0,0,0,0,IV,41.77,WS
126,6,50.27,2.5,5.97,0,0,0,0,IV,4.37,WS
127,6,69.46,1.2,5.1,0,0,0,0,IV,94.36,WS
128,8,212.17,0.8,7.4,0,0,0,0,IV,1081.32,WS
129,5,33.51,1.5,4,0,0,0,0,IV,0,WS
130,6,47.4,1.34,4.49,0,0,0,0,IV,0,WS
131,8,235.62,1.1,51.18,0,0,1,0,VII,16.99,WS
132,11,2822.2,0.8,15,0,0,1,0,VII,0,WS
133,8,293.22,1.3,17,0,0,1,0,VII,0,WS
134,10,785.4,0.5,14.7,1,0,0,0,V,1051.43,WS
135,9,551.35,0.6,12.8,1,0,0,0,V,0,WS
136,10,837.76,0.5,16,1,0,0,0,V,2696.64,WS
137,9,368.61,0.7,11,1,0,0,0,V,637.84,WS
138,8,188.5,0.9,10,1,0,0,0,V,137.28,WS
139,10,1256.64,0.6,12,0,0,0,0,IV,284.52,WS
140,10,751.36,1,14.2,0,0,0,0,IV,3022.6,WS
141,10,1118.41,0.8,35,0,0,0,0,IV,4560.69,WS
142,10,814.97,0.7,38,0,0,0,0,IV,615.07,WS
143,15,23882.41,0.2,60.54,1,0,0,0,V,2676.51,WS
144,11,2508.11,0.3,30.53,1,0,0,0,V,0,WS
145,15,31864.56,0.1,59.11,1,0,0,0,V,9780.36,WS
146,12,3951.34,0.8,42.63,1,0,0,0,V,0,WS
147,9,523.6,0.6,10,1,0,0,0,V,0,WS
148,10,1436.76,0.4,14,1,0,0,0,V,325.3,WS
149,5,31.06,1.54,3.9,1,0,0,0,V,81.05,WS
150,6,77.95,1.13,5.3,1,0,0,0,V,28.39,WS
1,6,79.17,3.4,70,0,0,0,0,IV,1477.51,UC
2,8,212.06,2.7,120,0,0,0,0,IV,188.2,UC
3,6,57.74,3.1,43.5,0,0,0,0,IV,0,UC
4,5,31.81,2.8,19,0,0,0,0,IV,174.29,UC
5,6,84.29,3.7,88.7,0,0,0,0,IV,271.13,UC
6,11,1570.8,1,125,0,0,0,1,III,4264.72,UC
7,10,1256.64,1,100,0,0,0,1,III,0,UC
8,11,2428.92,0.9,140,0,0,0,1,III,0,UC
9,10,1361.88,1.2,150,0,0,0,0,IV,1380.04,UC
10,8,301.72,1.5,49,0,0,0,0,IV,482.75,UC
11,7,113.1,2.7,64,0,0,0,0,IV,3819.1,UC
12,10,785.4,2,250,0,0,0,0,IV,42468.54,UC
13,4,21.21,4.1,27,0,0,0,0,IV,1.33,UC
14,7,125.66,2.1,40,0,0,0,0,IV,7.85,UC
15,5,31.16,3.5,30,0,0,0,0,IV,0,UC
16,5,32.27,1.5,3.95,0,0,0,0,IV,366.61,UC
17,2,4.19,3,4,0,0,0,0,I,13.03,UC
18,4,22.45,1.7,3.5,0,0,0,0,I,9.05,UC
19,3,8.38,2.6,4,0,0,0,0,I,30.38,UC
20,2,4.19,3,2,0,0,0,0,I,4.66,UC
21,7,169.65,2,15,0,0,1,0,VII,75.18,UC
22,7,171.57,1.9,13,0,0,1,0,VII,0.72,UC
23,6,83.8,3,15,0,0,1,0,VII,0,UC
24,8,343,0.9,20,0,0,1,0,VII,481.63,UC
25,11,2828.61,1.15,294,0,0,0,0,IV,21007.22,UC
26,10,981.75,1.6,200,0,0,0,0,IV,2875.71,UC
27,9,568.63,2,181,0,0,0,0,IV,9417.93,UC
28,10,1011.2,1.6,206,0,0,0,0,IV,31249.45,UC
29,8,213.63,2,68,0,0,0,0,IV,0,UC
30,7,176.71,2.7,100,0,0,0,0,IV,3251.65,UC
31,7,106.19,3.1,80,0,0,0,0,IV,430.07,UC
32,8,254.47,2.2,100,0,0,0,0,IV,1028.48,UC
33,8,282.74,1.4,40,0,0,0,0,IV,229.96,UC
34,7,141.37,1.4,20,0,0,0,0,IV,126.64,UC
35,8,184.49,1.4,26.1,0,0,0,0,IV,36.9,UC
36,6,84.95,1.7,16,0,0,0,0,IV,614.83,UC
37,10,1263.56,0.7,49,0,1,0,0,VI,31.59,UC
38,12,5657.22,0.6,147,0,1,0,0,VI,1914.03,UC
39,12,4834.91,0.5,76,0,1,0,0,VI,0,UC
40,9,716.75,0.6,15,0,1,0,0,VI,392.78,UC
41,9,410.54,0.8,12,0,1,0,0,VI,462.96,UC
42,8,190.07,1,8,0,1,0,0,VI,0,UC
43,14,17241.06,0.2,28,0,1,0,0,VI,0,UC
44,12,5195.41,0.6,135,0,1,0,0,VI,0,UC
45,13,8812.17,0.3,68,0,1,0,0,VI,1503.58,UC
46,9,569.41,0.9,29,0,1,0,0,VI,144.66,UC
47,7,160.22,1.3,17,0,1,0,0,VI,6.51,UC
48,7,98.96,1.8,21,0,1,0,0,VI,36.27,UC
49,6,48.69,3.06,31,0,1,0,0,VI,0,UC
50,8,340.94,1.1,30,0,1,0,0,VI,0,UC
51,13,9433,0.3,64,0,1,0,0,VI,0,UC
52,8,226.19,1.2,18,0,1,0,0,VI,0,UC
53,9,647.95,0.9,33,0,1,0,0,VI,1571.32,UC
54,10,730.42,0.8,31,0,1,0,0,VI,0,UC
55,10,989.6,0.7,36,0,1,0,0,VI,0,UC
56,9,486.95,1,31,0,1,0,0,VI,1480.26,UC
57,11,1526.81,0.5,27,0,1,0,0,VI,3378.4,UC
58,6,78.59,1.6,27,0,1,0,0,VI,946.14,UC
59,7,150.05,1.2,31,0,1,0,0,VI,11949.82,UC
60,7,139.94,1.3,33,0,1,0,0,VI,342.95,UC
61,10,758.69,0.7,23,0,1,0,0,VI,1972.6,UC
62,8,212.06,1.2,18,0,1,0,0,VI,0,UC
63,13,8278.1,0.3,61.91,0,1,0,0,VI,0,UC
64,10,966,1,46,0,1,0,0,VI,466.9,UC
65,11,2660.93,0.5,44,0,1,0,0,VI,670.22,UC
66,9,546.64,0.9,28.6,0,1,0,0,VI,891.86,UC
67,10,1286.48,0.6,25.9,0,1,0,0,VI,5972.94,UC
68,10,1060.29,0.6,25,0,1,0,0,VI,463.09,UC
69,12,2937.39,0.4,34.3,0,1,0,0,VI,235.71,UC
70,9,395.84,1.2,41.7,0,1,0,0,VI,631.62,UC
71,7,98.96,1.8,21,0,1,0,0,VI,104.43,UC
72,14,13589.61,0.3,71,0,1,0,0,VI,1698.7,UC
73,13,6013.02,0.4,49.3,0,1,0,0,VI,2445.29,UC
74,13,10449.07,0.3,48.7,0,1,0,0,VI,0,UC
75,14,16760.29,0.3,64.4,0,1,0,0,VI,0,UC
76,14,18746.07,0.3,62.3,0,1,0,0,VI,0,UC
77,9,659.73,0.8,21,0,1,0,0,VI,26.8,UC
78,11,1520.53,0.5,16,0,1,0,0,VI,0,UC
79,12,4002.39,0.4,26,0,1,0,0,VI,0,UC
80,14,19045.73,0.4,160.9,0,1,0,0,VI,7142.15,UC
81,14,13845.78,0.3,61,0,1,0,0,VI,11134.35,UC
82,11,2660.93,0.5,43.8,0,1,0,0,VI,2625.18,UC
83,11,2544.69,0.5,40,0,1,0,0,VI,4120.45,UC
84,10,1237,0.6,24.7,0,1,0,0,VI,2604.65,UC
85,11,2353.84,0.5,37,0,1,0,0,VI,295.8,UC
86,10,1357.17,0.6,27,0,1,0,0,VI,852.75,UC
87,13,7861.84,0.3,55,0,1,0,0,VI,0,UC
88,11,1696.46,0.5,30,0,1,0,0,VI,0,UC
89,8,348.72,1.2,37,0,1,0,0,VI,0,UC
90,10,753.98,0.7,19.6,0,1,0,0,VI,0,UC
91,7,94.25,1.3,8,0,1,0,0,VI,98.53,UC
92,10,1005.31,0.6,20,0,1,0,0,VI,639.77,UC
93,10,824.67,0.8,29.7,0,1,0,0,VI,0,UC
94,7,115.2,1.9,16,0,0,0,0,IV,0,UC
95,9,388.75,1.2,25,0,0,0,0,IV,41,UC
96,9,578.58,2,37.5,0,0,0,0,IV,7.36,UC
97,6,65.45,1.2,5,0,0,0,0,IV,595.49,UC
98,6,46.77,1.34,4.47,0,0,0,0,IV,170.28,UC
99,6,87.11,1.1,5.5,0,0,0,0,IV,280.2,UC
100,13,8181.23,0.2,25,0,0,0,0,IV,681.77,UC
101,8,217.8,1,6.05,0,0,0,0,IV,0,UC
102,8,198,1,5.5,0,0,0,0,IV,0,UC
103,10,1139.04,0.6,13.56,0,0,0,0,IV,0,UC
104,8,188.5,1.6,9.6,0,0,0,0,IV,39.22,UC
105,8,301.59,1.3,8.6,0,0,0,0,IV,19.86,UC
106,9,469.14,1.2,14.4,0,0,0,0,IV,80.42,UC
107,7,113.1,1.7,5.9,0,0,0,0,IV,0,UC
108,7,94.25,1.76,5,0,0,0,0,IV,0,UC
109,9,418.88,1.1,8,0,0,0,0,IV,0,UC
110,7,112.25,1.7,3.5,0,0,1,0,VII,0,UC
111,3,6.54,2.8,4,0,0,0,0,I,0,UC
112,4,14.84,3.4,17.5,0,0,0,0,I,0,UC
113,3,7.74,4.6,17.5,0,0,0,0,I,15.17,UC
114,3,9.33,3.4,11,0,0,0,0,I,7.23,UC
115,5,23.56,4,40,0,0,0,0,IV,32.2,UC
116,4,18.85,2.1,8,0,0,0,0,I,32.67,UC
117,9,384.85,0.7,15,0,0,0,0,IV,512.37,UC
118,7,150.8,0.9,8.2,0,0,0,0,IV,25.98,UC
119,10,1140.4,0.5,18.3,0,0,0,0,IV,0,UC
120,10,1415.81,0.4,15.7,0,0,0,0,IV,0,UC
121,12,5717.7,0.9,56,0,0,0,0,IV,25.53,UC
122,12,3518.58,1.3,50,0,0,0,0,IV,0,UC
123,8,301.59,1.3,8.9,0,0,0,0,IV,7.39,UC
124,8,234.57,1.2,13.5,0,0,0,0,IV,0,UC
125,10,829.38,0.9,10.6,0,0,0,0,IV,52.66,UC
126,6,50.27,2.5,5.97,0,0,0,0,IV,15.15,UC
127,6,69.46,1.2,5.1,0,0,0,0,IV,487.67,UC
128,8,212.17,0.8,7.4,0,0,0,0,IV,1149.13,UC
129,5,33.51,1.5,4,0,0,0,0,IV,0,UC
130,6,47.4,1.34,4.49,0,0,0,0,IV,0,UC
131,8,235.62,1.1,51.18,0,0,1,0,VII,14.07,UC
132,11,2822.2,0.8,15,0,0,1,0,VII,226.9,UC
133,8,293.22,1.3,17,0,0,1,0,VII,48.32,UC
134,10,785.4,0.5,14.7,1,0,0,0,V,618.96,UC
135,9,551.35,0.6,12.8,1,0,0,0,V,0,UC
136,10,837.76,0.5,16,1,0,0,0,V,3458.55,UC
137,9,368.61,0.7,11,1,0,0,0,V,1276.31,UC
138,8,188.5,0.9,10,1,0,0,0,V,0,UC
139,10,1256.64,0.6,12,0,0,0,0,IV,0,UC
140,10,751.36,1,14.2,0,0,0,0,IV,0,UC
141,10,1118.41,0.8,35,0,0,0,0,IV,344.76,UC
142,10,814.97,0.7,38,0,0,0,0,IV,0,UC
143,15,23882.41,0.2,60.54,1,0,0,0,V,8590.56,UC
144,11,2508.11,0.3,30.53,1,0,0,0,V,591.4,UC
145,15,31864.56,0.1,59.11,1,0,0,0,V,0,UC
146,12,3951.34,0.8,42.63,1,0,0,0,V,1064.76,UC
147,9,523.6,0.6,10,1,0,0,0,V,106.47,UC
148,10,1436.76,0.4,14,1,0,0,0,V,584.28,UC
149,5,31.06,1.54,3.9,1,0,0,0,V,137.8,UC
150,6,77.95,1.13,5.3,1,0,0,0,V,78.21,UC
1,6,79.17,3.4,70,0,0,0,0,IV,768.28,MC
2,8,212.06,2.7,120,0,0,0,0,IV,0,MC
3,6,57.74,3.1,43.5,0,0,0,0,IV,69.65,MC
4,5,31.81,2.8,19,0,0,0,0,IV,0,MC
5,6,84.29,3.7,88.7,0,0,0,0,IV,113.97,MC
6,11,1570.8,1,125,0,0,0,1,III,18638.85,MC
7,10,1256.64,1,100,0,0,0,1,III,505.27,MC
8,11,2428.92,0.9,140,0,0,0,1,III,0,MC
9,10,1361.88,1.2,150,0,0,0,0,IV,2002.53,MC
10,8,301.72,1.5,49,0,0,0,0,IV,301.72,MC
11,7,113.1,2.7,64,0,0,0,0,IV,5461.41,MC
12,10,785.4,2,250,0,0,0,0,IV,12139.5,MC
13,4,21.21,4.1,27,0,0,0,0,IV,39.81,MC
14,7,125.66,2.1,40,0,0,0,0,IV,50.47,MC
15,5,31.16,3.5,30,0,0,0,0,IV,12.53,MC
16,5,32.27,1.5,3.95,0,0,0,0,IV,583.04,MC
17,2,4.19,3,4,0,0,0,0,I,3.35,MC
18,4,22.45,1.7,3.5,0,0,0,0,I,9.03,MC
19,3,8.38,2.6,4,0,0,0,0,I,0,MC
20,2,4.19,3,2,0,0,0,0,I,6.63,MC
