sites,Geitlerinema_sp.,Geitlerinema_sp2,Geitlerinema_sp3,Komvophoron_sp.,Jaaginema_sp.,Limnothrix_sp1,Limnothrix_sp2,Limnothrix_sp3,Oscillatoria_sp1,Oscillatoria_sp2,Pseudanabaena_limnetica,Pseudanabaena_catenata,cf.Raphidiopsis,Romeria_sp.,cf.Spirulina,Synechocystis_aquatilis,Synechococcus_sp.,Chroococcus_sp.,cf.Cyanobium_sp.,Chroococcales_unicelular_1,Chroococcales_colonial_1,Chroococcales_colonial_3,Chroococcales_colonial_4,Merismopedia_sp,Pseudanabaena_sp1,Pseudanabaena_sp2,Pseudanabaena_sp3,Pseudanabaena_sp4,Pseudanabaena_sp5,Pseudanabaenaceae_1,Pseudanabaenaceae_2,Pseudanabaenaceae_7,Oscillatoriales_1,Oscillatoriales_2,Oscillatoriales_4,Oscillatoriales_6,Aulacoseira_granulata,Aulacoseira_sp1,Aulacoseira_sp2,Cyclotella_cf.meneghiniana,Cyclotella_sp2,Cyclotella_sp3,Melosira_sp1,Centrales_1,Achnanthes_inflata,Achnanthes_cf.rupestoides,Achnanthes_sp1,Achnanthes_sp2,cf.Achnanthidium_sp,Amphora_sp.,Cymbela_sp.,cf.Encyonema,Fragillaria_capucina,Fragillaria_capucina_var.gracilis,Fragillaria_capucina_cf.var.fragilarioides,Fragillaria_sp.,cf.Frustulia,Gomphonema_augur,Gomphonema_cf.olivaceum,Gomphonema_cf.truncatum,Gomphonema_sp1,Gomphonema_sp2,Gyrosigma/Pleurosigma,Hantszchia_sp.,Navicula_sp1,Navicula_sp2,Navicula_sp3,Navicula_sp4,Naviculales,Nitzschia_sp1,Nitzschia_sp2,Pinnularia_sp_1,Pinnularia_sp2,Pinullaria_sp4,Pinullaria_sp6,Pinnularia_sp_7,Stauroneis_borrichii,Surirella_cf.minuta,Surirella_sp1,Synedra_sp.,cf.Urosolenia,Pennales_1,Pennales_2,Pennales_3,Pennales_4,Pennales_5,Penales_6_,Pennales_7,Pennales_9,Pennales_10,Pennales_11,Pennales_12,Pennales_13,Actinastrum_sp.,Actinastrum_cf.hantzchii,Ankistrodesmus_sp.,Chlorella_sp1,Chlorella_sp_2,Chlorella_sp3,Coelastrum_sp.,Crucigenia_fenestrata,Crucigenia_sp2,Crucigeniella_sp.,Desmodesmus_quadricauda,Desmodesmus_sp1,Desmodesmus_sp2,Desmodesmus_sp3,Desmodesmus_sp4,Desmodesmus_sp5,Dictyosphaerium_sp.,cf.Koliella_sp.,Monoraphidium_arcuatum,Monoraphidium_contortum,Monoraphidium_convolutum,Monoraphidium_komarkovae,Monoraphidium_minutum,Oocystis_sp1,Oocystis_sp2,Oocystis_sp3,Pandorina_sp.,Pediastrum_sp1,Pediastrum_sp2,Scenedesmus_sp1,Scenedesmus_sp2,Scenedesmus_sp3,Scenedesmus_sp_4,Chlorococcales_1,Chlorococcales_2,Chlorococcales_3,Chlorococcales_4,Chlorococcales_5,Chlorococcales_6,Chlorococcales_7,cf.Cryptomonas_sp1,cf.Cryptomonas_sp2,Cryptophyceae_1,Cryptophyceae_2,Cryptophyceae_3,Cosmarium_sp.,Staurastrum_sp.,Staurodesmus_sp.,Dinobryon_sp.,Euglena_sp1,Euglena_sp2,Euglena_sp3,Phacus_sp.,Strombomonas_sp.,Trachelomonas_sp.,Flagellates_1,Flagellates_2
DEZ P5,0,0,0,0,0,0,0,0,26284.284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4927.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1263.185,0,0,0,0,3211.134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAN P5,19863.753,0,2228.764,0,0,60632.88,0,0,0,0,13096.98,0,0,0,0,1245.622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11066.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2526.37,902.661,0,0,0,0,0,0,0,0,4122.866,0,0,0,0,573.017,0,0,0,0,7009.181,0,0,0,0,0,2104.665,0,0,0,0,8190.148,0,0,0,0,0,29710.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FEV P5,0,0,0,0,0,6283.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.64,0,0,0,0,0,0,0,0,0,0,1130.96,0,0,0,0,0,0,1146.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6918.44,0,0,0,0,2041.6,0,54358.44,0,0,0,0,0,0,0,0,0,7043.52,0,0,0,0,0,0,0,0,0,7645.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.24,0
MAR P5,316.68,0,0,0,0,6283.2,0,0,5447.52,0,0,6283.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679.6,0,0,0,2293.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3969.72,0,0,0,0,0,0,0,6918.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277.84,0,0,0,0,0,0,0,0,0,0,0,0,0,22064.52,0,0,0,0,0,0,0,0,0
ABR P5,1147.965,0,0,0,0,68329.8,0,0,0,0,26239.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8245.135,58649.6,0,15374.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198976.395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12343.125,0,0,0,0,0,87188.79,0,0,0,0,0,0,0,0,0,0,0,21445.5,0,0,0,0,0,0,0,0,0,0,0,4745.125,1356.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10531.93,0,0,0,0,0,0,0,0,0,0,6153.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAI P6,760.032,0,0,0,0,0,0,0,0,0,0,3769.92,0,0,0,0,0,0,0,0,0,0,0,0,108619.008,0,0,0,1025.424,0,0,0,1357.152,0,0,0,0,0,9283.056,0,0,0,0,0,0,0,0,0,0,0,65868.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314.352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JUN P6,0,0,0,0,0,0,0,0,0,0,0,75791.1,0,0,0,0,0,0,0,80.867,0,0,0,0,0,0,10974.559,0,0,0,0,0,0,0,0,1639.535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6132.189,0,0,0,0,0,0,0,0,0,0,727.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16168.768,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JUL P6,0,0,0,0,0,0,0,0,0,0,4913.064,0,383.901,0,0,1168.174,0,0,0,0,0,0,0,0,61437.6264,1776.9675,0,0,0,0,0,0,0,0,0,0,914.8102,0,0,1146.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260.821,0,0,0,0,0,0,6261.1882,0,0,0,3413.117,0,0,0,0,0,0,0,0,0,0,0,0,0,3013.3423,0,0,0,0,0,0,0,0,0,0,45.4853,0,213.2361,0,0,0,0,400.8245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739.2221,0,0,0,0,0,754.3356,4224.5038,0,0,407.5396,0,0,0,0,0,0,0,0,0,0,0,14588.5095,0,0,0,0,0,0,0
AGO P6,0,0,0,0,0,45239.04,0,0,0,0,15743.52,3769.92,0,0,0,1548.96,0,0,0,0,0,0,0,0,230815.392,0,0,0,0,0,10194.24,0,0,0,0,0,0,0,0,0,1576.512,0,0,0,0,0,0,0,0,0,0,0,2021.616,0,0,7596.48,0,0,0,0,0,0,0,0,33208.512,4961.808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24529.008,0,0,0,0,0,0,0,0,0,628.32,897.984,0,0,0,0,0,0,0,0,0,0,0,2694,0,0,2230.56,0,0,0,0,0,0,0,0,0,0,0,0,0,3667.488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SET P6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1084.272,0,0,0,0,0,0,0,0,0,0,262024.704,339763.2,0,0,0,0,1357.152,0,0,0,0,0,0,2752.32,3941.28,729.888,0,0,0,0,0,576.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8302.128,1653.936,8172,0,0,0,0,65230.128,57724.992,0,0,0,0,0,0,0,0,16904.448,31964.736,7685.856,0,0,0,0,0,0,882.144,0,0,0,0,0,628.32,897.984,0,0,0,0,0,0,0,2316.24,0,0,0,0,0,427.536,148.704,0,0,361.92,6972.864,0,0,0,0,0,0,0,314.352,0,666.816,0,0,682.56,0,0,0,3694.512,0,0,0,0,0,6297.696,0,0,38687.76,28387.008,0,0,0,0,0,0
OUT P6,380.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1221.456,0,0,0,0,0,0,0,53670.24,788.256,0,33102.912,0,0,0,0,0,0,9495.36,0,0,18194.544,0,0,0,0,0,40670.64,0,23671.2,0,0,0,8302.128,0,8172,9758.88,0,0,0,195690.384,115449.984,50155.536,0,0,0,0,0,0,0,0,0,7685.856,0,0,0,0,0,0,294.048,55047.168,0,0,0,0,942.48,0,0,0,0,0,0,0,1525.104,0,2050.752,314.16,0,0,0,0,74.352,0,226.176,180.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18893.088,0,3911.856,38687.76,0,0,0,0,0,0,0
NOV P6,0,0,0,0,0,0,0,0,0,0,0,13901.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40053.153,0,0,0,0,122066.988,0,0,0,0,0,0,0,0,0,22364.127,0,0,0,35132.022,0,29994.597,0,104745.06,0,0,0,0,0,0,0,0,0,0,0,106430.454,0,0,0,0,0,0,337109.421,0,62335.152,0,14170.797,0,15614.232,0,0,0,0,9758.718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1051.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116113.77,0,0,0,0,0,0,0,0,0,0
DEZ P6,0,0,0,0,0,0,0,0,0,0,0,11388.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1274.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6106.965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5265.965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAN P6,0,0,0,0,0,0,0,0,0,0,2182.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9517.795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15451.773,0,0,0,0,0,0,1182.318,0,0,0,0,0,1263.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44753.226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FEV P6,0,0,0,0,0,0,0,0,0,0,904.8,15708,0,0,0,0,0,0,0,0,0,0,0,0,33943.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5734,0,0,0,0,0,0,416.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6918.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7043.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.8,0,0,0,0,0,0,0,0,1930.2,0,0,0,0,0,0,0,0,0,0,1452.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR P6,316.68,0,0,0,0,0,0,0,0,0,0,106814.4,0,0,0,0,0,0,0,33.52,56.56,68.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54890.04,0,0,0,0,0,3969.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1270.92,0,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16299.4,0,0,0,0,0,0,0,0
ABR P6,316.68,0,0,0,0,0,0,0,0,0,0,3141.6,0,0,0,0,0,0,0,0,0,68.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.6,0,0,1323.24,0,0,0,0,3969.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,885.8,0,0,0,1270.92,0,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555.68,0,0,0,900.64,0,0,0,0,0,0,0,0,0,0,16299.4,0,0,0,0,0,0,0,0
MAI P7,0,0,0,0,0,0,0,0,0,0,0,3769.92,0,0,0,0,0,0,0,0,0,82.368,0,0,203660.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021.616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6297.696,0,7823.712,0,0,0,0,0,0,0,0
JUN P7,380.016,0,0,0,0,0,0,0,0,0,4343.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106782.72,0,9330.816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,951.984,0,0,0,0,0,0,0,0,224.496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1743.216,0,0,0,0,0,0,0,0,0,1667.04,4073.856,0,0,0,0,3711.312,0,0,0,0,0,0,0,0,0,77375.52,0,0,0,0,0,0,0
JUL P7,0,0,0,0,0,0,0,0,0,0,7521.15,20891.64,0,0,0,2145.955,0,0,0,0,0,0,0,0,0,0,0,67244.8,0,0,7061.635,0,0,0,0,0,6722.086,0,0,0,0,0,91722.652,0,0,0,0,798.532,0,0,0,0,5475.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21616.47,0,11468.08,67965.793,14335.1,0,0,0,0,0,0,0,0,0,2432.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490.1,0,0,0,0,0,26741.512,0,0,0,0,1847.636,8465.982,0,0,2994.628,0,10283.427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO P7,0,0,0,0,0,7665.504,0,0,0,0,11590.488,3832.752,0,0,0,629.9104,20.4472,0,0,0,0,0,0,0,82821.9936,0,0,0,0,0,518.2072,0,0,0,0,0,0,0,0,1399.096,0,0,0,0,0,0,1524.6096,0,0,0,0,0,4110.6192,4633.7552,0,1544.6176,0,0,0,0,0,0,24863.9904,0,0,1681.5016,0,0,0,0,0,331586.484,0,0,0,0,0,0,0,0,0,17186.1888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.388,0,0,0,4406.5424,1035.4384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SET P7,772.6992,0,0,0,0,0,0,0,0,20613.5104,1655.784,0,0,0,2280.912,0,0,0,0,0,3036.1408,0,0,0,0,0,8324.7432,0,0,16385.4784,0,0,0,0,0,0,0,0,0,0,15226.4784,0,0,0,27952.2496,0,0,0,0,0,0,0,0,6950.6328,0,0,0,0,8269.6968,57614.9392,0,0,49727.9808,0,25321.4904,0,0,0,0,9963.008,0,0,0,0,0,0,0,0,0,650602.1368,0,17186.1888,0,11720.9304,0,0,0,37668.232,0,2180.7256,0,0,0,858.4408,0,0,0,0,0,39924.5,0,0,0,0,0,0,521.2328,0,0,0,0,144.8872,0,0,0,0,8861.348,0,0,0,1993.0408,0,0,0,319.5912,0,0,0,0,0,0,0,0,3756.0872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OUT P7,0,0,0,0,0,0,0,0,0,874.988,655.98,0,0,0,0,561.498,0,0,0,0,0,0,0,1989.4,0,0,0,17594.88,0,0,0,0,0,0,0,0,0,0,0,0,952.476,220.487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999.253,0,0,0,0,0,0,17437.758,0,0,0,0,0,0,0,0,10213.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379.61,271.266,0,0,0,0,0,0,921.417,0,0,0,0,0,0,0,0,54.114,0,0,0,0,0,0,0,0,0,0,189.921,0,0,0,0,137.46,0,0,0,0,0,0,0,0,0,11414.574,0,0,0,0,0,0,0,0,0,0
NOV P7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7362.698,0,0,0,970181.457,0,0,0,0,0,0,0,119808.927,0,0,0,0,0,0,0,60183.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117703.481,0,0,0,0,0,0,0,0,45044.384,0,0,0,0,0,0,0,0,0,0,0,0,1270.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEZ P7,0,0,0,0,0,0,0,0,0,0,0,7539.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815.52,0,0,9283.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8095.776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66459.936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAN P7,380.016,1017.888,0,0,0,0,0,0,0,0,1085.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14561.28,0,0,509.712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4734.24,0,0,4636.8,8302.128,0,4086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14198.4,0,0,0,0,0,0,0,0,0,0,0,314.16,0,0,0,0,0,0,0,0,0,0,314.16,4021.248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4073.856,0,0,0,0,0,0,0,0,0,0,0,6297.696,0,0,0,0,0,0,0,0,0,0
FEV P7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1187.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9051.56,0,3440.4,0,0,0,0,0,0,0,0,0,0,54890.04,0,3369.36,0,2572.96,2532.16,0,0,0,0,1972.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7043.52,0,0,0,0,0,0,0,0,0,5096.96,0,0,0,471.24,0,0,0,0,0,0,0,753.08,0,0,0,1047.2,0,0,0,356.28,0,0,0,0,0,0,0,0,0,0,145.4,0,0,0,833.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5747.04,0,0
MAR P7,0,1017.888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.192,0,3165.12,0,0,0,0,0,0,4763.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28862.496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88545.312,0,0,0,0,0
ABR P7,0,0,0,0,0,18849.6,0,0,0,0,0,6283.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424.76,0,0,0,0,0,2021.68,0,0,0,0,0,0,0,0,0,0,0,0,0,54890.04,0,1684.68,0,0,0,3969.72,0,0,0,0,0,0,0,13836.88,0,0,0,0,0,0,0,24052.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1270.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73787.76,0,0,0,0,0
MAI P8,0,0,0,0,0,0,0,0,0,0,0,11388.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32811.905,0,4157.15,0,0,0,0,0,0,0,0,0,0,198976.395,0,6106.965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949.025,0,0,0,0,449.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3076.61,0,0,0,0,0,0,15743.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JUN P8,0,0,0,0,0,2356.2,0,0,0,0,848.25,2356.2,0,0,0,290.43,0,0,0,0,0,0,0,0,0,2945.25,0,4550.4,0,0,0,0,424.11,0,0,0,758.13,3394.335,0,430.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5657.1,0,0,0,0,0,0,0,0,0,3902.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1472.625,0,0,0,0,0,0,0,0,0,0,0,0,168.375,0,0,23.235,0,0,0,1089.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3936.06,0,0,0,0,0,0,0,0,0,0
JUL P8,0,0,0,0,0,2356.2,0,0,0,0,848.25,2356.2,0,0,0,290.43,0,0,0,37.71,0,0,0,0,0,2945.25,0,4550.4,0,0,0,0,424.11,0,0,0,758.13,3394.335,0,430.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5657.1,0,0,0,0,0,0,0,0,0,5203.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1505.35,0,0,0,0,0,0,0,0,965.1,0,0,0,0,0,0,30.98,0,0,0,1815.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3936.06,0,0,0,0,0,0,0,0,0,0
AGO P8,0,0,0,0,0,7665.504,0,0,0,0,2759.64,3832.752,0,0,0,1417.2984,0,0,0,0,0,0,0,0,0,0,0,9869.312,0,0,518.2072,0,0,0,0,0,0,11042.9032,0,0,4808.3616,0,0,0,0,0,0,0,0,0,0,0,2055.3096,2316.8776,0,0,4843.0584,0,0,0,0,0,0,0,8440.4968,5044.5048,8308.2,0,0,0,0,0,0,0,0,0,0,0,0,92943.1624,0,8593.0944,0,0,0,0,0,0,0,0,0,0,0,0,0,574.9128,319.396,228.2376,1700.3872,0,0,0,0,0,3101.0448,2354.844,521.2328,0,0,0,0,0,0,0,0,0,1772.2696,0,0,0,0,0,0,0,0,0,4406.5424,1035.4384,0,0,2197.5616,0,0,0,0,0,0,0,0,0,0,3977.0536,0,0,0,0,0,0,0,0
SET P8,0,0,0,0,0,0,0,0,0,0,4343.04,7539.84,0,0,0,1548.96,0,0,0,0,0,0,0,0,0,0,0,33976.32,0,4241.28,509.712,0,0,0,0,0,0,0,0,0,0,3649.44,0,0,0,3553.152,0,0,0,0,0,0,0,0,0,3038.592,0,0,24402.384,0,0,0,0,0,8302.128,1653.936,0,0,9051.36,0,0,0,86587.488,0,0,0,0,0,0,182839.008,0,0,0,0,0,25406.208,24529.008,0,1903.968,0,0,0,0,0,0,0,4084.08,1346.976,0,0,0,0,0,903.696,0,0,0,0,0,0,0,0,0,0,226.176,0,0,2493.696,0,0,0,0,0,257.856,0,0,1333.632,3055.392,160.848,0,0,0,0,11083.536,0,0,0,0,0,0,158864.544,0,77375.52,141935.04,664089.84,0,0,0,0,0
DEZ P8,1527.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1614.05,0,0,0,0,0,0,0,40108.681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32131.219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2166.425,0,0,0,0,0,0,0,2506.684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
